T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,PS,Date,City
13.52,23.13,5.09,44.53,0.0,1.78,99.2,2010-01-01,Delhi
15.3,22.74,8.9,36.35,0.0,0.55,99.41,2010-01-02,Delhi
14.77,22.43,10.35,45.32,2.16,1.34,99.39,2010-01-03,Delhi
12.51,20.57,6.8,55.55,0.0,3.28,99.19,2010-01-04,Delhi
11.84,21.25,4.87,55.06,0.0,2.63,98.93,2010-01-05,Delhi
12.58,21.32,4.57,48.73,0.0,1.09,99.09,2010-01-06,Delhi
13.55,21.43,8.31,44.32,0.0,0.96,99.3,2010-01-07,Delhi
13.65,20.76,8.35,50.63,0.0,0.83,99.28,2010-01-08,Delhi
12.93,21.8,6.56,45.31,0.0,1.33,99.21,2010-01-09,Delhi
12.73,22.52,5.53,38.8,0.0,1.36,99.25,2010-01-10,Delhi
13.07,23.27,4.77,37.52,0.0,1.57,99.28,2010-01-11,Delhi
14.2,23.63,5.82,29.17,0.04,1.05,99.26,2010-01-12,Delhi
11.02,15.98,7.24,74.06,4.4,1.63,99.43,2010-01-13,Delhi
11.51,20.58,4.53,61.4,0.0,1.64,99.77,2010-01-14,Delhi
12.51,22.24,4.71,35.9,0.0,1.86,99.78,2010-01-15,Delhi
12.92,23.42,4.48,34.22,0.0,1.66,99.79,2010-01-16,Delhi
14.89,23.96,6.11,28.24,0.0,1.07,99.72,2010-01-17,Delhi
15.68,24.51,8.46,26.89,0.0,0.91,99.61,2010-01-18,Delhi
14.77,24.69,7.91,28.87,0.0,1.48,99.42,2010-01-19,Delhi
13.14,22.01,5.96,32.52,0.0,1.31,99.53,2010-01-20,Delhi
14.04,24.21,4.52,29.98,0.0,1.61,99.4,2010-01-21,Delhi
16.0,23.94,8.28,28.57,0.0,1.01,99.3,2010-01-22,Delhi
16.76,25.21,9.5,28.93,0.0,0.93,99.29,2010-01-23,Delhi
15.81,25.01,9.33,38.3,0.0,1.29,99.13,2010-01-24,Delhi
15.69,25.06,8.13,42.2,0.0,0.96,99.33,2010-01-25,Delhi
16.36,25.27,8.47,35.17,0.0,1.36,99.36,2010-01-26,Delhi
17.18,25.25,10.12,35.95,0.0,1.08,99.32,2010-01-27,Delhi
16.58,24.15,11.34,44.08,0.0,1.22,99.29,2010-01-28,Delhi
17.09,26.0,8.59,43.67,0.0,1.34,99.29,2010-01-29,Delhi
16.78,26.48,9.92,39.74,0.0,2.17,99.26,2010-01-30,Delhi
14.62,25.02,6.27,34.91,0.0,1.7,99.23,2010-01-31,Delhi
16.34,23.98,8.85,32.11,0.0,0.89,99.21,2010-02-01,Delhi
15.24,25.01,8.3,36.34,0.0,1.62,99.22,2010-02-02,Delhi
14.88,25.39,7.12,36.43,0.0,1.96,99.21,2010-02-03,Delhi
15.62,26.18,7.33,34.68,0.0,2.1,99.24,2010-02-04,Delhi
16.48,26.25,8.71,39.09,0.0,2.11,99.24,2010-02-05,Delhi
17.62,28.31,9.53,39.86,0.0,1.74,99.24,2010-02-06,Delhi
18.57,26.22,12.25,39.49,0.0,0.87,99.23,2010-02-07,Delhi
18.29,23.03,14.61,53.1,6.34,1.49,98.72,2010-02-08,Delhi
16.14,23.96,8.4,66.82,7.54,1.84,98.68,2010-02-09,Delhi
14.52,23.72,6.28,63.64,0.07,1.46,99.16,2010-02-10,Delhi
16.21,25.21,8.5,54.6,0.0,1.26,99.3,2010-02-11,Delhi
16.42,23.03,12.11,60.16,7.73,1.5,99.29,2010-02-12,Delhi
16.79,25.15,10.26,62.52,0.0,1.33,99.16,2010-02-13,Delhi
16.08,25.55,8.08,33.1,0.0,1.53,98.98,2010-02-14,Delhi
16.91,25.03,8.52,40.98,0.01,1.5,98.92,2010-02-15,Delhi
19.5,26.75,13.31,45.09,0.0,1.24,99.1,2010-02-16,Delhi
15.52,24.96,8.29,31.24,0.0,2.53,99.21,2010-02-17,Delhi
15.11,26.33,6.21,30.72,0.0,2.41,99.07,2010-02-18,Delhi
16.34,27.49,7.29,31.3,0.0,1.81,99.18,2010-02-19,Delhi
17.31,28.51,7.96,30.68,0.0,1.84,99.17,2010-02-20,Delhi
19.5,30.6,9.28,31.22,0.0,2.14,98.99,2010-02-21,Delhi
21.18,31.13,14.25,35.94,0.43,1.43,98.96,2010-02-22,Delhi
19.5,27.19,13.7,57.5,2.16,2.14,98.79,2010-02-23,Delhi
20.29,28.89,13.93,47.52,0.0,1.46,98.66,2010-02-24,Delhi
20.69,29.97,12.4,42.54,0.0,1.5,98.82,2010-02-25,Delhi
21.49,31.23,13.54,40.09,0.0,2.23,98.93,2010-02-26,Delhi
22.64,32.65,14.54,38.01,0.0,2.35,98.78,2010-02-27,Delhi
23.69,33.9,14.75,37.19,0.0,2.11,98.65,2010-02-28,Delhi
25.83,33.79,17.42,29.55,0.0,1.12,98.73,2010-03-01,Delhi
24.55,34.48,16.67,31.4,0.0,2.28,98.65,2010-03-02,Delhi
23.22,32.26,17.05,30.19,0.0,1.89,98.44,2010-03-03,Delhi
23.57,33.04,15.77,37.41,0.6,1.46,98.36,2010-03-04,Delhi
22.9,32.36,15.43,40.13,0.01,1.78,98.59,2010-03-05,Delhi
22.25,30.84,15.03,33.18,0.01,1.81,98.69,2010-03-06,Delhi
23.2,31.63,17.1,36.15,0.06,1.95,98.92,2010-03-07,Delhi
21.4,30.64,13.67,33.93,0.0,2.81,99.02,2010-03-08,Delhi
21.82,31.92,13.05,32.84,0.0,1.69,99.16,2010-03-09,Delhi
22.36,32.95,12.99,28.82,0.0,1.76,99.18,2010-03-10,Delhi
22.9,33.55,13.0,24.09,0.0,1.51,99.21,2010-03-11,Delhi
23.27,33.9,14.89,23.89,0.0,1.64,99.18,2010-03-12,Delhi
24.37,35.38,14.6,24.78,0.0,2.31,98.83,2010-03-13,Delhi
25.43,35.8,15.99,22.14,0.0,2.25,98.51,2010-03-14,Delhi
26.47,37.06,16.7,20.33,0.0,1.33,98.52,2010-03-15,Delhi
26.72,37.13,18.42,18.74,0.0,1.21,98.81,2010-03-16,Delhi
25.81,36.93,15.66,21.17,0.0,1.38,99.13,2010-03-17,Delhi
27.01,37.03,16.99,21.56,0.0,1.14,99.26,2010-03-18,Delhi
27.61,37.46,19.07,23.17,0.0,1.9,98.93,2010-03-19,Delhi
28.49,39.0,17.82,21.86,0.0,1.85,98.67,2010-03-20,Delhi
30.23,41.7,19.7,15.24,0.0,2.48,98.4,2010-03-21,Delhi
30.35,41.3,21.11,12.44,0.0,2.99,97.98,2010-03-22,Delhi
29.96,40.42,19.62,13.2,0.0,2.02,97.85,2010-03-23,Delhi
30.62,40.81,19.26,12.83,0.0,1.32,98.01,2010-03-24,Delhi
31.11,40.48,21.75,14.68,0.0,1.02,98.1,2010-03-25,Delhi
32.54,41.15,23.77,14.47,0.0,1.02,98.14,2010-03-26,Delhi
30.6,39.55,22.03,16.3,0.0,2.35,98.28,2010-03-27,Delhi
29.91,39.97,20.74,16.17,0.0,2.95,98.36,2010-03-28,Delhi
30.36,40.97,20.29,13.18,0.0,2.75,98.24,2010-03-29,Delhi
30.27,40.33,20.0,14.43,0.0,2.14,98.0,2010-03-30,Delhi
30.11,39.69,21.25,11.76,0.0,1.99,98.03,2010-03-31,Delhi
29.4,39.03,20.47,11.35,0.0,2.45,98.1,2010-04-01,Delhi
31.01,40.39,20.13,10.48,0.01,1.57,98.18,2010-04-02,Delhi
32.29,39.74,24.55,12.32,0.0,1.03,98.35,2010-04-03,Delhi
31.1,40.35,22.03,14.72,0.0,2.04,98.5,2010-04-04,Delhi
31.66,40.34,23.02,14.5,0.0,2.91,98.46,2010-04-05,Delhi
29.7,39.24,21.67,12.29,0.0,3.19,98.45,2010-04-06,Delhi
30.03,40.82,18.56,9.14,0.0,2.88,98.61,2010-04-07,Delhi
31.45,42.52,20.91,7.91,0.0,2.26,98.68,2010-04-08,Delhi
32.52,42.07,23.59,7.92,0.0,3.3,98.21,2010-04-09,Delhi
32.94,42.92,22.73,11.53,0.0,3.25,97.86,2010-04-10,Delhi
33.5,43.28,23.73,12.23,0.0,2.16,97.9,2010-04-11,Delhi
34.51,43.4,25.6,12.41,0.0,2.19,97.9,2010-04-12,Delhi
33.23,41.96,24.97,13.92,0.0,3.66,98.08,2010-04-13,Delhi
33.04,42.83,23.64,12.74,0.0,3.41,98.15,2010-04-14,Delhi
33.35,44.05,22.87,9.48,0.0,2.03,98.3,2010-04-15,Delhi
34.79,45.38,24.02,9.57,0.0,2.75,98.19,2010-04-16,Delhi
36.01,45.32,25.96,11.45,0.0,3.29,98.02,2010-04-17,Delhi
36.29,44.66,28.65,12.74,0.0,3.1,97.84,2010-04-18,Delhi
35.13,42.49,28.58,19.25,0.0,2.62,97.65,2010-04-19,Delhi
35.28,43.97,26.64,20.1,0.09,2.52,97.5,2010-04-20,Delhi
34.09,42.31,26.46,18.12,0.0,2.97,97.69,2010-04-21,Delhi
32.46,40.22,25.21,17.72,0.0,2.69,98.11,2010-04-22,Delhi
32.15,40.76,23.24,12.9,0.0,2.64,98.23,2010-04-23,Delhi
32.29,41.4,22.74,13.43,0.0,2.02,98.15,2010-04-24,Delhi
33.24,42.2,24.33,13.42,0.0,1.92,98.04,2010-04-25,Delhi
34.14,43.42,25.03,10.42,0.0,2.17,98.32,2010-04-26,Delhi
34.91,42.65,27.23,14.81,0.0,1.64,98.37,2010-04-27,Delhi
35.89,44.07,27.99,17.83,0.1,1.79,98.27,2010-04-28,Delhi
36.56,43.39,28.89,18.98,0.77,1.46,98.18,2010-04-29,Delhi
35.92,42.5,29.27,19.24,0.15,1.64,98.23,2010-04-30,Delhi
33.77,40.57,27.44,23.91,1.49,2.25,98.34,2010-05-01,Delhi
35.12,42.07,28.84,20.62,0.16,1.19,98.15,2010-05-02,Delhi
35.17,42.37,27.91,19.85,0.0,1.05,97.92,2010-05-03,Delhi
35.95,43.32,26.91,17.1,0.0,1.03,97.74,2010-05-04,Delhi
36.64,44.86,27.35,16.35,0.0,2.43,97.64,2010-05-05,Delhi
35.95,43.2,27.58,17.51,0.0,1.82,97.76,2010-05-06,Delhi
35.64,42.27,29.58,25.56,2.01,1.95,97.78,2010-05-07,Delhi
34.79,41.39,27.6,25.79,0.0,2.01,97.93,2010-05-08,Delhi
35.1,42.08,28.25,21.95,0.0,3.64,97.78,2010-05-09,Delhi
34.87,42.66,27.05,18.51,0.0,2.97,97.74,2010-05-10,Delhi
35.22,43.49,26.82,16.34,0.32,3.25,97.77,2010-05-11,Delhi
35.57,43.8,27.58,15.69,0.0,2.75,97.76,2010-05-12,Delhi
36.6,45.34,28.32,11.86,0.0,1.79,97.69,2010-05-13,Delhi
36.38,45.05,28.06,10.72,0.0,2.47,97.63,2010-05-14,Delhi
36.73,44.97,29.14,12.03,0.0,2.09,97.7,2010-05-15,Delhi
37.27,46.25,27.4,11.52,0.0,2.47,97.66,2010-05-16,Delhi
39.45,47.12,31.39,14.62,0.0,1.74,97.69,2010-05-17,Delhi
38.61,45.65,31.85,14.79,0.0,3.07,97.81,2010-05-18,Delhi
36.88,44.27,28.95,14.16,0.18,3.16,97.79,2010-05-19,Delhi
36.2,44.12,28.83,12.26,0.0,3.58,97.69,2010-05-20,Delhi
36.43,45.39,27.3,10.48,0.0,1.68,97.68,2010-05-21,Delhi
38.22,46.4,29.26,9.98,0.0,1.1,97.7,2010-05-22,Delhi
37.99,46.45,28.85,12.06,0.0,2.53,97.58,2010-05-23,Delhi
39.9,47.81,32.75,14.08,0.35,1.54,97.25,2010-05-24,Delhi
38.97,47.42,29.86,10.83,0.0,3.79,97.09,2010-05-25,Delhi
38.88,48.08,29.68,10.8,0.0,3.05,97.06,2010-05-26,Delhi
38.77,47.46,29.03,18.65,0.0,3.34,97.16,2010-05-27,Delhi
38.68,45.56,31.19,22.56,0.85,2.05,97.36,2010-05-28,Delhi
37.77,44.8,30.37,22.44,0.01,2.69,97.59,2010-05-29,Delhi
35.97,43.46,28.39,14.53,1.39,2.85,97.7,2010-05-30,Delhi
36.44,45.2,26.89,13.35,0.0,3.21,97.68,2010-05-31,Delhi
37.88,46.44,27.82,12.28,0.0,3.87,97.67,2010-06-01,Delhi
38.27,45.25,30.72,18.4,0.0,4.85,97.79,2010-06-02,Delhi
37.78,45.24,31.96,28.77,1.11,5.54,97.9,2010-06-03,Delhi
36.58,42.99,30.99,35.3,2.15,4.64,97.88,2010-06-04,Delhi
35.43,40.56,30.78,29.62,0.16,3.96,97.69,2010-06-05,Delhi
35.49,41.51,29.79,24.06,0.0,4.62,97.66,2010-06-06,Delhi
33.6,38.08,29.4,28.97,2.17,2.43,97.75,2010-06-07,Delhi
31.83,36.89,27.46,44.93,1.44,3.17,97.69,2010-06-08,Delhi
32.7,40.08,24.99,39.29,0.02,4.33,97.82,2010-06-09,Delhi
34.21,41.76,25.85,33.2,0.17,3.72,97.89,2010-06-10,Delhi
35.51,42.97,27.23,28.01,0.0,2.84,97.75,2010-06-11,Delhi
36.69,44.59,28.73,22.11,0.0,2.64,97.61,2010-06-12,Delhi
37.65,44.78,29.83,21.65,0.03,2.05,97.48,2010-06-13,Delhi
37.56,44.26,30.92,26.81,0.67,3.26,97.53,2010-06-14,Delhi
37.83,44.77,30.38,21.8,0.14,3.09,97.48,2010-06-15,Delhi
36.17,42.49,29.02,28.08,0.09,2.16,97.63,2010-06-16,Delhi
37.52,44.37,31.28,21.7,0.0,1.68,97.58,2010-06-17,Delhi
37.7,45.13,29.69,20.57,0.0,2.35,97.65,2010-06-18,Delhi
38.73,46.1,31.25,17.41,0.0,2.15,97.59,2010-06-19,Delhi
39.86,47.08,31.02,18.27,0.0,1.56,97.51,2010-06-20,Delhi
41.06,48.71,33.12,16.22,0.01,2.17,97.36,2010-06-21,Delhi
40.45,48.21,33.08,15.17,0.0,3.0,97.15,2010-06-22,Delhi
39.31,45.95,32.75,22.31,0.49,3.95,97.26,2010-06-23,Delhi
39.29,45.72,32.64,24.46,0.68,2.4,97.15,2010-06-24,Delhi
37.98,43.1,32.74,28.83,1.76,2.48,97.29,2010-06-25,Delhi
37.86,44.46,31.13,29.76,1.11,2.5,97.31,2010-06-26,Delhi
38.49,44.85,31.15,29.38,0.44,1.99,97.3,2010-06-27,Delhi
39.53,45.38,33.56,26.2,0.01,1.17,97.24,2010-06-28,Delhi
39.99,46.39,32.99,25.76,0.06,1.93,97.19,2010-06-29,Delhi
39.94,46.41,33.31,22.18,0.18,1.63,97.21,2010-06-30,Delhi
38.28,43.79,32.9,29.74,3.47,1.82,97.34,2010-07-01,Delhi
36.87,41.94,32.15,37.97,0.13,1.77,97.61,2010-07-02,Delhi
35.37,39.6,32.12,47.08,10.17,2.53,97.65,2010-07-03,Delhi
31.99,34.02,28.95,63.82,38.21,3.19,97.79,2010-07-04,Delhi
30.36,33.91,27.14,72.41,20.4,3.92,97.79,2010-07-05,Delhi
30.67,34.3,27.14,72.4,12.92,2.93,97.8,2010-07-06,Delhi
32.18,36.12,27.4,65.63,16.47,1.33,97.97,2010-07-07,Delhi
33.29,38.25,28.25,58.73,1.71,1.83,98.0,2010-07-08,Delhi
35.1,40.7,29.23,53.33,0.44,1.47,97.68,2010-07-09,Delhi
35.54,40.92,30.43,52.08,4.18,1.93,97.53,2010-07-10,Delhi
34.75,40.31,30.62,55.96,7.39,2.76,97.42,2010-07-11,Delhi
31.97,35.2,28.79,68.82,28.95,2.76,97.39,2010-07-12,Delhi
32.3,36.49,28.15,66.64,6.19,1.69,97.68,2010-07-13,Delhi
32.92,38.18,27.8,59.5,0.0,1.57,97.81,2010-07-14,Delhi
33.22,38.89,27.61,55.4,2.46,1.73,97.74,2010-07-15,Delhi
32.88,37.48,28.76,63.24,0.69,1.79,97.59,2010-07-16,Delhi
33.08,37.75,28.43,63.5,0.41,2.51,97.61,2010-07-17,Delhi
33.18,37.56,30.01,64.9,6.15,2.93,97.47,2010-07-18,Delhi
31.09,35.05,26.92,74.02,10.87,4.09,97.35,2010-07-19,Delhi
28.36,31.19,26.24,84.22,25.64,3.78,97.52,2010-07-20,Delhi
28.44,31.07,26.49,84.49,11.33,2.28,97.65,2010-07-21,Delhi
28.92,32.59,25.62,79.37,7.75,1.92,97.76,2010-07-22,Delhi
30.79,35.26,25.45,70.41,0.61,1.1,97.55,2010-07-23,Delhi
31.6,36.0,27.44,67.95,0.45,1.13,97.3,2010-07-24,Delhi
31.04,35.44,27.73,74.09,0.03,1.69,97.18,2010-07-25,Delhi
30.04,34.38,27.02,75.92,0.58,3.96,97.4,2010-07-26,Delhi
28.61,32.3,25.98,79.24,4.25,6.01,97.61,2010-07-27,Delhi
28.45,31.36,25.94,81.28,3.98,2.79,97.82,2010-07-28,Delhi
30.95,34.73,26.74,75.05,15.48,0.97,97.66,2010-07-29,Delhi
30.38,34.45,27.15,78.66,17.63,1.62,97.63,2010-07-30,Delhi
27.46,28.8,26.31,91.16,41.18,2.74,97.81,2010-07-31,Delhi
27.84,31.76,25.14,85.55,10.47,3.23,97.82,2010-08-01,Delhi
28.22,32.3,24.17,84.28,1.71,2.93,97.66,2010-08-02,Delhi
28.71,32.51,25.62,83.5,3.51,3.72,97.53,2010-08-03,Delhi
29.12,32.71,26.28,83.94,6.47,3.24,97.45,2010-08-04,Delhi
27.68,29.66,26.38,90.8,2.9,2.6,97.8,2010-08-05,Delhi
28.78,32.74,25.78,84.59,0.25,2.08,98.06,2010-08-06,Delhi
28.65,32.56,25.38,84.1,0.4,2.65,97.94,2010-08-07,Delhi
29.08,33.18,25.05,80.91,1.47,2.34,97.81,2010-08-08,Delhi
29.35,33.55,25.43,79.68,0.89,1.39,97.75,2010-08-09,Delhi
30.44,34.87,25.45,75.39,15.26,0.92,97.78,2010-08-10,Delhi
30.46,34.78,26.85,78.8,16.44,1.64,97.76,2010-08-11,Delhi
29.93,33.61,27.01,80.58,3.17,1.0,97.85,2010-08-12,Delhi
30.33,34.07,27.0,77.45,10.74,0.62,97.86,2010-08-13,Delhi
29.31,32.28,26.26,81.17,39.06,1.0,97.81,2010-08-14,Delhi
29.42,32.81,25.98,82.7,12.68,1.33,97.94,2010-08-15,Delhi
29.71,32.82,26.33,80.97,3.7,1.1,98.02,2010-08-16,Delhi
29.77,32.62,26.58,80.69,1.4,0.65,97.66,2010-08-17,Delhi
28.42,30.55,26.67,89.98,3.19,1.22,97.66,2010-08-18,Delhi
29.0,31.28,26.21,86.81,73.0,1.08,97.9,2010-08-19,Delhi
27.73,29.74,26.29,92.51,19.6,2.82,97.99,2010-08-20,Delhi
27.41,29.29,26.19,93.61,33.95,2.9,97.78,2010-08-21,Delhi
26.77,28.1,25.95,94.36,20.74,2.37,97.68,2010-08-22,Delhi
28.54,32.23,25.73,88.01,12.82,3.48,97.53,2010-08-23,Delhi
29.56,33.97,25.92,83.79,14.27,1.72,97.57,2010-08-24,Delhi
28.27,31.92,25.67,87.2,2.95,1.85,97.9,2010-08-25,Delhi
26.67,28.6,24.63,88.82,4.82,1.64,98.08,2010-08-26,Delhi
28.2,32.26,23.41,80.26,11.67,0.72,97.96,2010-08-27,Delhi
28.6,31.52,25.54,84.04,4.31,0.94,97.89,2010-08-28,Delhi
29.0,33.25,24.93,81.81,2.9,1.15,97.84,2010-08-29,Delhi
28.78,32.12,24.89,83.49,1.86,0.93,97.72,2010-08-30,Delhi
28.53,31.93,26.2,86.21,0.45,1.81,97.73,2010-08-31,Delhi
28.57,31.83,25.27,86.92,11.7,1.35,97.94,2010-09-01,Delhi
28.25,30.99,25.95,89.24,14.78,1.3,97.97,2010-09-02,Delhi
28.98,32.37,25.65,84.82,16.97,0.62,97.85,2010-09-03,Delhi
28.13,30.87,25.92,85.0,15.22,0.81,97.77,2010-09-04,Delhi
27.57,30.8,25.14,88.31,12.69,1.39,97.89,2010-09-05,Delhi
27.99,31.12,25.08,87.5,4.64,1.06,97.83,2010-09-06,Delhi
27.74,30.92,25.43,91.0,10.38,1.7,97.76,2010-09-07,Delhi
27.39,29.93,25.57,90.7,4.46,2.71,97.97,2010-09-08,Delhi
27.69,31.15,24.84,89.13,2.73,2.93,98.03,2010-09-09,Delhi
27.45,30.66,25.06,89.76,6.85,2.75,97.88,2010-09-10,Delhi
27.36,29.83,24.98,88.59,8.76,0.98,97.9,2010-09-11,Delhi
27.82,31.32,25.12,87.25,15.39,1.26,98.03,2010-09-12,Delhi
27.28,30.3,25.24,88.17,17.24,1.52,97.94,2010-09-13,Delhi
27.47,30.24,24.99,86.39,7.3,0.85,97.88,2010-09-14,Delhi
27.51,30.6,24.5,84.32,1.7,0.97,97.97,2010-09-15,Delhi
26.7,30.94,23.34,84.26,5.03,1.12,98.04,2010-09-16,Delhi
26.57,30.59,22.66,82.63,8.83,1.24,98.04,2010-09-17,Delhi
25.21,29.57,22.96,90.42,9.76,2.03,98.02,2010-09-18,Delhi
24.55,26.92,22.73,92.97,44.42,3.14,98.16,2010-09-19,Delhi
25.56,28.13,23.0,91.73,22.77,3.13,98.13,2010-09-20,Delhi
26.87,30.32,24.05,88.33,20.5,1.92,98.11,2010-09-21,Delhi
26.56,30.0,23.87,89.4,26.25,1.58,98.15,2010-09-22,Delhi
26.39,30.42,23.35,87.94,4.27,1.09,98.16,2010-09-23,Delhi
25.38,28.74,21.95,84.64,0.32,1.34,98.28,2010-09-24,Delhi
25.92,30.54,22.4,83.57,0.02,1.64,98.39,2010-09-25,Delhi
24.85,30.06,20.13,82.26,0.0,1.54,98.56,2010-09-26,Delhi
23.56,29.92,18.15,79.81,0.0,1.76,98.57,2010-09-27,Delhi
23.51,29.98,17.56,75.1,0.0,1.83,98.55,2010-09-28,Delhi
24.03,30.29,17.87,74.86,0.0,1.45,98.62,2010-09-29,Delhi
24.26,29.74,18.58,77.07,0.0,1.5,98.59,2010-09-30,Delhi
25.7,30.48,20.63,72.69,0.0,0.94,98.52,2010-10-01,Delhi
26.57,31.26,21.99,71.97,0.34,0.69,98.54,2010-10-02,Delhi
26.91,31.4,22.66,70.53,0.0,0.75,98.54,2010-10-03,Delhi
26.35,31.82,20.75,75.05,0.0,0.9,98.42,2010-10-04,Delhi
25.61,30.57,20.54,78.8,0.0,1.14,98.34,2010-10-05,Delhi
25.32,30.36,20.52,77.92,0.0,1.05,98.35,2010-10-06,Delhi
25.49,30.38,20.59,78.64,0.0,0.97,98.32,2010-10-07,Delhi
25.72,30.79,21.09,76.53,0.0,0.94,98.18,2010-10-08,Delhi
25.5,30.65,20.53,76.62,0.0,1.44,97.9,2010-10-09,Delhi
24.21,29.64,19.4,71.45,0.0,1.76,97.89,2010-10-10,Delhi
23.58,30.4,17.51,76.12,0.01,1.52,98.3,2010-10-11,Delhi
24.59,31.07,19.95,73.98,0.01,1.54,98.58,2010-10-12,Delhi
24.38,30.48,18.83,72.69,0.0,1.8,98.5,2010-10-13,Delhi
24.03,30.0,18.81,76.27,0.0,1.47,98.35,2010-10-14,Delhi
25.39,30.97,19.98,74.15,0.0,0.86,98.39,2010-10-15,Delhi
25.98,31.23,21.2,74.5,0.0,0.84,98.4,2010-10-16,Delhi
25.26,30.13,20.76,85.92,0.0,1.61,98.45,2010-10-17,Delhi
25.74,29.85,21.45,84.26,0.0,1.51,98.59,2010-10-18,Delhi
26.57,30.66,21.94,77.72,0.0,0.84,98.62,2010-10-19,Delhi
26.47,30.55,22.87,74.48,0.0,0.78,98.52,2010-10-20,Delhi
24.81,29.36,21.01,81.43,0.55,1.06,98.23,2010-10-21,Delhi
24.15,30.57,19.68,83.59,3.83,2.14,97.94,2010-10-22,Delhi
23.11,28.59,19.38,82.68,0.13,2.39,98.22,2010-10-23,Delhi
21.1,28.0,16.37,73.68,0.0,1.89,98.42,2010-10-24,Delhi
19.93,27.83,12.88,62.38,0.0,1.43,98.7,2010-10-25,Delhi
21.71,28.58,16.23,52.64,0.0,1.06,98.88,2010-10-26,Delhi
21.14,27.57,17.18,54.38,0.0,1.18,98.99,2010-10-27,Delhi
19.43,26.66,12.52,61.68,0.0,1.69,98.92,2010-10-28,Delhi
19.48,26.58,14.2,64.07,0.0,0.88,99.03,2010-10-29,Delhi
20.29,26.62,14.09,74.38,0.0,1.17,99.23,2010-10-30,Delhi
21.75,26.85,16.93,66.37,0.0,0.8,99.2,2010-10-31,Delhi
21.3,26.93,16.12,62.56,0.0,1.05,98.94,2010-11-01,Delhi
21.47,26.98,15.99,59.28,0.0,0.8,98.98,2010-11-02,Delhi
20.51,27.07,14.11,64.24,0.0,1.19,99.13,2010-11-03,Delhi
19.7,26.63,13.76,65.71,0.0,1.15,99.07,2010-11-04,Delhi
20.63,26.57,15.62,63.94,0.0,0.94,99.01,2010-11-05,Delhi
21.3,27.15,16.37,67.36,0.0,0.78,98.9,2010-11-06,Delhi
22.24,28.28,17.06,63.88,0.0,0.67,98.98,2010-11-07,Delhi
22.2,27.67,18.09,68.72,0.0,0.99,99.14,2010-11-08,Delhi
22.52,28.09,17.14,71.31,0.09,0.94,99.3,2010-11-09,Delhi
21.01,26.67,15.31,66.19,0.0,1.43,99.09,2010-11-10,Delhi
19.76,26.71,13.81,60.51,0.0,1.02,98.86,2010-11-11,Delhi
20.77,26.87,15.97,61.39,0.0,0.93,98.56,2010-11-12,Delhi
18.69,20.97,15.98,82.29,7.21,2.2,98.65,2010-11-13,Delhi
18.84,22.94,15.16,80.87,1.31,1.08,99.12,2010-11-14,Delhi
21.8,27.85,18.11,77.7,0.01,0.82,99.14,2010-11-15,Delhi
21.0,26.0,18.6,84.58,0.37,0.96,98.94,2010-11-16,Delhi
21.82,26.08,17.72,85.48,8.0,0.82,98.96,2010-11-17,Delhi
21.43,25.59,17.82,82.54,2.28,1.03,99.02,2010-11-18,Delhi
19.67,26.0,14.54,66.92,0.8,1.59,98.9,2010-11-19,Delhi
15.86,23.33,10.08,64.86,0.0,1.75,98.71,2010-11-20,Delhi
16.49,24.25,9.34,58.04,0.0,2.2,98.6,2010-11-21,Delhi
17.24,23.91,12.38,51.76,0.71,0.82,98.79,2010-11-22,Delhi
18.06,23.7,11.6,54.24,0.03,0.97,98.92,2010-11-23,Delhi
17.02,20.92,14.14,65.53,4.64,0.76,99.02,2010-11-24,Delhi
18.69,22.97,14.32,76.98,0.2,0.74,98.97,2010-11-25,Delhi
18.32,24.82,13.38,73.7,0.0,1.65,98.81,2010-11-26,Delhi
17.04,24.65,10.21,61.53,0.0,1.75,98.79,2010-11-27,Delhi
17.14,24.21,10.18,53.02,0.0,1.23,99.02,2010-11-28,Delhi
15.37,23.88,9.32,60.09,0.0,1.67,99.14,2010-11-29,Delhi
14.19,22.28,6.53,57.82,0.0,1.65,98.96,2010-11-30,Delhi
14.61,21.79,7.29,55.43,0.0,1.14,98.98,2010-12-01,Delhi
15.39,21.49,10.49,57.41,0.0,0.91,99.16,2010-12-02,Delhi
14.87,21.29,8.36,56.71,0.0,0.92,99.2,2010-12-03,Delhi
14.61,20.56,9.14,57.6,0.0,0.68,99.1,2010-12-04,Delhi
15.28,20.74,10.38,56.54,0.0,0.66,99.02,2010-12-05,Delhi
15.04,21.06,9.88,64.84,0.0,0.87,99.11,2010-12-06,Delhi
15.21,22.23,9.37,67.47,0.0,0.98,99.1,2010-12-07,Delhi
15.78,21.97,10.7,60.34,0.0,0.89,98.85,2010-12-08,Delhi
15.47,21.95,10.76,66.47,0.0,1.1,98.74,2010-12-09,Delhi
12.34,19.84,7.67,69.63,0.0,1.43,98.65,2010-12-10,Delhi
11.13,19.57,4.46,64.32,0.0,2.02,98.58,2010-12-11,Delhi
12.39,20.88,6.06,64.38,0.0,2.62,98.4,2010-12-12,Delhi
14.21,22.02,6.68,48.85,0.0,1.0,98.83,2010-12-13,Delhi
13.74,21.16,6.56,54.59,0.0,1.48,99.0,2010-12-14,Delhi
