model,val_rmse,val_mae,test_rmse,test_mae,pred_min,pred_max,actual_min,actual_max
GRU_Final,0.18189307072259028,0.13116291165351868,0.17911510936293396,0.12947238981723785,-2.6277583,2.5793583,-3.1865969,2.9612033
