model,val_rmse,val_mae
lightgbm_only,0.7825562006685771,0.5683506900959128
gru_only,1.4220583175871837,1.1105599011694773
weighted_average,0.8598600364228497,0.6216131849932156
linear_stacking,0.7807493477816103,0.5692179200133728
neural_ensemble,1.056843063776574,0.7557517183223191
